,Unnamed: 0,accession,samples-count,bioproject,is-private,last-update,secondary-accession,centre-name,study-name,data-origination,doi
511,511,MGYS00001279,158,PRJEB11199,False,2016-10-21T14:05:15,ERP012549,MUMC,Microbiota composition in Anorexia Nervosa patients before and after weight gain as compared to healthy controls,SUBMITTED,10.1038/srep26752
512,512,MGYS00001256,126,PRJNA298960,False,2016-10-07T11:59:46,SRP064888,Nestle Research Center,Modulation of the infant gut microbiota by a starter infant formula containing a synbiotic of bovine milk-derived oligosaccharides and Bifidobacterium animalis subsp. lactis CNCM I-3446,HARVESTED,
513,513,MGYS00001252,157,PRJNA306884,False,2016-10-04T16:29:21,SRP067761,University of Michigan,Managing human microbiomes: Explaining heterogeneous responses in butyrate to dietary supplementation with resistant starch,HARVESTED,10.1186/s40168-016-0178-x
514,514,MGYS00001251,264,PRJNA306615,False,2016-10-04T16:26:08,SRP067629,Nestle Research Center,Phage therapy in Bangladeshi children hospitalized with acute bacterial diarrhea,HARVESTED,10.1016/j.ebiom.2015.12.023
515,515,MGYS00001209,192,PRJEB15334,False,2016-09-15T09:12:47,ERP017054,UNIVERSITY OF OXFORD,Radcliffe dental calculus,SUBMITTED,
516,516,MGYS00001208,15,PRJEB15257,False,2016-09-12T09:46:45,ERP016968,PUBLIC HEALTH ENGLAND,The antibiotic resistance potential of the preterm infant gut microbiome measured using shotgun metagenomics.,SUBMITTED,10.7717/peerj.2928
517,517,MGYS00001184,3,PRJEB14935,False,2016-07-29T09:57:01,ERP016615,Institute  of Food Research,Term and preterm shotgun samples,SUBMITTED,10.1186/s12864-017-4229-x
518,518,MGYS00001175,72,PRJEB8094,False,2016-07-25T09:22:54,ERP009131,UL,The initial state of the human gut microbiome determines its reshaping by antibiotics,SUBMITTED,10.1186/s40168-019-0669-7
519,519,MGYS00001143,31,PRJEB14383,False,2016-06-27T14:48:14,ERP016024,UCL,Oral microbiome samples from the Philippines,SUBMITTED,10.1093/nar/gkab200
520,520,MGYS00001099,40,PRJEB8022,False,2016-06-20T11:09:57,ERP009053,CLM,The Effect of Probiotics with Antibiotics on Gut Microbiota during the Helicobacter Eradication: Randomized Controlled Trial,SUBMITTED,
521,521,MGYS00001068,287,PRJEB11529,False,2016-06-13T10:46:58,ERP012926,UNIVERSITY OF WATERLOO,"Temporal stability of the oral microbiota: A longitudinal study of the dental, tongue, and salivary bacterial consortia",SUBMITTED,10.1038/s41522-016-0011-0
522,522,MGYS00000489,4,PRJEB6542,False,2016-04-16T00:05:04,ERP006091,SDSU,Gut microbial metabolism shifts towards a more toxic profile with supplementary iron in a kinetic model of the human large intestine,SUBMITTED,10.3389/fmicb.2015.01481
523,523,MGYS00000700,84,PRJEB13171,False,2016-04-15T10:01:39,ERP014712,URMITE,Gut metagenomes from culturomics,SUBMITTED,10.1038/s41598-017-09947-y
524,524,MGYS00000585,3,PRJEB12057,False,2016-02-08T00:05:04,ERP013496,Institute  of Food Research,Study of early life microbiota in preterm baby,SUBMITTED,
525,525,MGYS00000367,6,PRJEB5431,False,2016-02-08T00:05:03,ERP004846,CCB-UEL,Human faeces Metagenome,SUBMITTED,
526,526,MGYS00000564,1,PRJEB11554,False,2016-02-03T10:02:09,ERP012953,IMPERIAL COLLEGE LONDON,NeoM,SUBMITTED,
527,527,MGYS00000601,248,PRJEB12431,False,2016-02-03T10:02:09,ERP013908,Research Group for Genomic Epidemiology,Assessment of Bacterial DNA Extraction Procedures for Metagenomic Sequencing Evaluated on Different Environmental Matrices.,SUBMITTED,10.1128/msystems.00095-16
528,528,MGYS00000543,2,PRJEB10865,False,2016-01-31T00:05:03,ERP012163,VIRGINIA TECH,Study of the abundance of bacteria from human samples,SUBMITTED,
529,529,MGYS00000258,16,PRJNA32089,False,2016-01-20T14:12:06,SRP000319,CGS-GL,A core gut microbiome in obese and lean twins,HARVESTED,10.1038/nature07540
530,530,MGYS00000277,19,PRJNA46321,False,2016-01-20T14:12:06,SRP002423,NIDDK,Human Gut Microbiome in Crohn's Disease,HARVESTED,10.3389/fgene.2018.00116
531,531,MGYS00000278,17,,False,2016-01-20T14:12:06,SRP002437,Cornell University,Developing infant gut microbiome,HARVESTED,10.1073/pnas.1000081107
532,532,MGYS00000294,12,PRJEB2778,False,2016-01-20T14:12:06,ERP001038,Texas A&M University,Mutualism between gut microbiota and the host as revealed in a comparative study of breast-fed versus formula-fed infants,SUBMITTED,doi:10.1186/gb-2012-13-4-r32
533,533,MGYS00000304,12,PRJEB3085,False,2016-01-20T14:12:06,ERP001506,CSISP,Beta Lactam Antibiotics and Human Gut Microbiota,SUBMITTED,10.1136/gutjnl-2012-303184
534,534,MGYS00000306,1,PRJEB3148,False,2016-01-20T14:12:06,ERP001596,CSISP,Long insert human faecal metagenomic library.,SUBMITTED,10.1371/journal.pone.0047654
535,535,MGYS00000307,38,PRJEB3206,False,2016-01-20T14:12:06,ERP001706,CSISP,Crohn's Disease viral and microbial metagenome,SUBMITTED,10.1038/ctg.2013.9
536,536,MGYS00000308,32,PRJEB3227,False,2016-01-20T14:12:06,ERP001739,CSISP,Follow-up of faecal microbiota in IBS patients,SUBMITTED,10.1038/ismej.2012.106
537,537,MGYS00000314,370,,False,2016-01-20T14:12:06,SRP008047,BGI,BGI Type 2 Diabetes study,HARVESTED,10.1038/nature11450
538,538,MGYS00000319,1,PRJEB1421,False,2016-01-20T14:12:06,ERP002222,USZ,Shifts in Human Intestinal Microbiota after Smoking Cessation,SUBMITTED,10.1371/journal.pone.0059260
539,539,MGYS00000322,145,PRJEB1786,False,2016-01-20T14:12:06,ERP002469,CHALMERS,"Gut metagenome in European women with normal, impaired and diabetic glucose control",SUBMITTED,10.1128/msystems.00606-19
540,540,MGYS00000350,44,PRJEB1775,False,2016-01-20T14:12:06,ERP001956,UB,Diagnostic Metagenomics: A Culture-Independent Approach to the Investigation of Bacterial Infections,SUBMITTED,10.1186/s13059-017-1309-9
541,541,MGYS00000351,81,PRJEB5761,False,2016-01-20T14:12:06,ERP005185,SMU,Gut microbiota in chronic kidney disease,SUBMITTED,10.1126/science.abb3763
542,542,MGYS00000352,25,PRJEB5771,False,2016-01-20T14:12:06,ERP005196,CSISP,Human gut microbiota associated to Clostridium difficile infection,SUBMITTED,10.3389/fmicb.2014.00335
543,543,MGYS00000394,24,PRJEB6092,False,2016-01-20T14:12:06,ERP005558,UNIVERSITY OF SYDNEY,"Metagenome fecal microbiota, Illumina seq reads of 12 individuals at 2 timepoints",SUBMITTED,10.1128/msystems.00137-21
544,544,MGYS00000412,24,PRJEB7331,False,2016-01-20T14:12:06,ERP007044,WTSI,metagenomic analysis of human gut microbiome,SUBMITTED,
545,545,MGYS00000427,530,PRJEB6997,False,2016-01-20T14:12:06,ERP006678,BGI,Gut and Oral Microbiome Dysbiosis in Rheumatoid Arthritis,SUBMITTED,10.1186/s12866-021-02321-z
546,546,MGYS00000432,1,PRJEB7899,False,2016-01-20T14:12:06,ERP008885,CUSB-HM,Evidence for salt tolerance in the human gut mobilome and potential mechanisms.,SUBMITTED,10.1093/femsec/fiw019
547,547,MGYS00000456,2,PRJEB8201,False,2016-01-20T14:12:06,ERP009244,WRIGHT STATE UNIVERSITY,Comparison of distal gut microbiota structure and function in US and Egyptian children,SUBMITTED,
548,548,MGYS00000465,40,PRJEB7949,False,2016-01-20T14:12:06,ERP008951,CUSB-HM,The fecal microbiome was studied in a group of IBD suffers and compared to a control group's fecal microbiome,SUBMITTED,10.7717/peerj.6174
549,549,MGYS00000467,124,PRJEB2054,False,2016-01-20T14:12:06,ERP000108,BGI,A human gut microbial gene catalog established by deep metagenomic sequencing (MetaHIT),SUBMITTED,10.1128/mbio.03628-20
550,550,MGYS00000499,56,PRJEB7507,False,2016-01-20T14:12:06,ERP007244,CLM,"The comparison of gut microbiota obtained from centenarian, elderly, and adults living in southwestern longevity belt in Korea",SUBMITTED,
551,551,MGYS00000500,15,PRJEB7637,False,2016-01-20T14:12:06,ERP008562,CSISP,Changes imposed by Clostridium difficile infection on the human gut microbiome,SUBMITTED,10.1038/ismej.2015.32
552,552,MGYS00000502,260,PRJEB9150,False,2016-01-20T14:12:06,ERP010229,DUKE UNIVERSITY MEDICAL CENTER,Gut microbial succession follows acute secretory diarrhea in humans,SUBMITTED,10.1128/mbio.00381-15
553,553,MGYS00000506,1,PRJEB10283,False,2016-01-20T14:12:06,ERP011513,UNIVERSITY COLLEGE LONDON,Pooled sample of human tongue scrapes from 9 healthy adults.,SUBMITTED,
554,554,MGYS00000507,1,PRJEB10293,False,2016-01-20T14:12:06,ERP011523,UNIVERSITY COLLEGE LONDON,Tongue metagenome from 9 healthy individuals.,SUBMITTED,
555,555,MGYS00000521,73,PRJEB10326,False,2016-01-20T14:12:06,ERP011562,"NORTHUMBRIA UNIVERSITY, NEWCASTLE",The Effect of Propidium Monoazide Treatment on Identification of Bacterial Communities of Very Low Birth Weight Preterm Infant Faeces Analysed by 16s rRNA Gene Sequencing,SUBMITTED,10.3389/fcimb.2017.00237
556,556,MGYS00000583,144,PRJNA285477,False,2016-01-20T14:12:06,SRP058922,Queen Mary University of London,The oral microbiome in HIV infected individuals,HARVESTED,
